id,title,company,skills,location,salary_min,salary_max,type,age_preference,experience_required,education_required,description,category,source,job_url,scraped_at
scraped_vietnamworks_algolia_02277,Kỹ Sư Shopdrawing (Kỹ Sư Thiết Kế Bản Vẽ Hiện Trường),"Yoosung KN Viet Nam Co., Ltd",Kinh doanh Online,Hà Nội,9200000,17250000,full-time,<40,0,high,"1. Lập và chỉnh sửa bản vẽ thi công hệ thống điện công nghiệp theo thực tế hiện trường: layout tổng mặt bằng điện, tuyến busway, cable tray, conduit, đường dây cáp lực 2. Thể hiện bản vẽ lắp đặt hệ thống tự động hóa (automation): đường tín hiệu, đấu nối thiết bị điều khiển... Yêu cầu: 1. Nam (hoặc Nam/Nữ sẵn sàng đi công tác công trường theo yêu cầu dự án); Độ tuổi: 20–40 tuổi 2. Tốt nghiệp Đại học / Cao đẳng chuyên ngành Điện công nghiệp, Kỹ thuật điện, Điện – Điện tử, Tự động hóa hoặc các ngành liên quan 3. Thành thạo AutoCAD 2D; ưu tiên biết...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-shopdrawing-ky-su-thiet-ke-ban-ve-hien-truong-2056743,2026-05-25T23:57:16.857768
scraped_vietnamworks_algolia_02278,Giám Đốc Marketing và Truyền Thông Bất Động Sản,Công Ty Osi Holdings,Kinh doanh|Bất động sản|Marketing|Thẩm định,Hà Nội,2500,3500,full-time,<45,10,university,"1. Xây dựng và quản lý triển khai kế hoạch Marketing: - Xây dựng chiến lược marketing tổng thể cho các dự án và sản phẩm của công ty trong từng giai đoạn. - Nghiên cứu thị trường và phối hợp với các đối tác, phòng ban nội bộ để lập kế hoạch và triển khai các chương trình,... Yêu cầu: 1. Tốt nghiệp đại học với các chuyên ngành đào tạo liên quan đến Marketing, Truyền thông, Báo chí. Ưu tiên trình độ Thạc sỹ. 2. Có ít nhất 5 năm kinh nghiệm ở vị trí tương đương tại Doanh nghiệp bất động sản, Doanh nghiệp phát triển dự án.... 3. Thành thạo Tiếng Anh các...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/giam-doc-marketing-va-truyen-thong-bat-dong-san-2056739,2026-05-25T23:57:16.859577
scraped_vietnamworks_algolia_02279,Product Owner (Card/ Payment/ Unsecured Lending),Techcombank,Agile,Hà Nội,9200000,17250000,full-time,any,6,university,"MỤC TIÊU • Người đảm nhiệm vị trí có trách nhiệm tối đa hóa giá trị của sản phẩm và hiệu quả công việc của nhóm phát triển sản phẩm bằng cách đóng vai trò là tiếng nói của khách hàng. • Người đảm nhiệm vị trí chịu trách nhiệm về quản lý sản phẩm (thiết kế... Yêu cầu: Chân dung Thành công - Bằng cấp, Kinh nghiệm • Tối thiểu bằng cử nhân trong các chuyên ngành Tài chính, Ngân hàng, Kinh tế, Máy tính, Công nghệ Thông tin, Quản trị Kinh doanh hoặc các ngành liên quan. • Có chứng chỉ về Agile Product Management và chứng nhận Product Owner là ưu thế....",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/product-owner-card-payment-unsecured-lending-2043794,2026-05-25T23:57:16.861353
scraped_vietnamworks_algolia_02280,Senior Employee Engagement Executive,Home Credit Vietnam - Explore Your Dream Team,Leadership,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"1. Strategic Planning & Advisory • Develop and execute annual and quarterly employee engagement strategies aligned with People and business objectives • Translate engagement insights into actionable strategic initiatives • Act as a consultative partner to stakeholders on engagement related matters 2. Stakeholder Management • Build and maintain strong relationships with key stakeholders across functions and leadership levels • Proactively align expectations, priorities, and outcomes... Yêu cầu: • 3&#43; years of experience in Employee Engagement, Internal Communications, or related fields (experience in complex/matrix organizations is a plus • Proven experience in leading end to end projects or initiatives, from planning to execution and evaluation • Strong stakeholder management skills, with the ability to influence and align cross functional stakeholders, including senior leaders • Experience in strategic planning and...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-employee-engagement-executive-2046149,2026-05-25T23:57:16.864113
scraped_vietnamworks_algolia_02282,Chỉ Huy Trưởng Công Trình (Dự Án Khách Sạn/resort Quy Mô Lớn),Tổng Công Ty Cổ Phần Thương Mại Xây Dựng (WTO),Xây dựng|Phục vụ,Hà Nội,9200000,17250000,full-time,any,15,university,"I. MỤC TIÊU CÔNG VIỆC Chỉ huy trưởng Công trình Khách sạn chịu trách nhiệm quản lý, điều hành và giám sát toàn bộ hoạt động thi công xây dựng dự án khách sạn từ giai đoạn chuẩn bị đến hoàn thành; đảm bảo công trình được triển khai đúng tiến độ, ngân sách, chất... Yêu cầu: III. Năng lực yêu cầu Năng lực cốt lõi • Trách nhiệm, tuân thủ và đạo đức nghề nghiệp • Tư duy chiến lược và quản trị rủi ro • Định hướng chất lượng và an toàn Năng lực lãnh đạo • Lãnh đạo, điều phối và phát triển đội ngũ • Quản lý xung đột và xử lý khủng hoảng • Ra quyết định trong môi trường...",service,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chi-huy-truong-cong-trinh-du-an-khach-san-resort-quy-mo-lon-2050081,2026-05-25T23:57:16.867717
scraped_vietnamworks_algolia_02283,(Construction) Project Manager For Hotels,Tổng Công Ty Cổ Phần Thương Mại Xây Dựng (WTO),Leadership,Hà Nội,9200000,17250000,full-time,any,15,university,"I. JOB SUMMARY The Project Manager for Hotels is responsible for planning, leading, and controlling all phases of hotel/resort development projects, from feasibility through construction completion and handover. The role ensures projects are delivered on time, within approved budgets, in compliance with legal, safety, quality, and sustainability standards, while aligning execution with the strategic objectives... Yêu cầu: III. REQUIRED COMPETENCIES Core Competencies • Strategic thinking and execution • Accountability and governance • Risk management and compliance orientation Leadership Competencies • Strong leadership and team management • Stakeholder management and negotiation • Decision-making under pressure Professional & Technical Competencies • In-depth knowledge of construction standards, regulations, and best practices • Project scheduling, budgeting, and cost control • Contract management and claims handling • Quality, safety, and risk management IV. QUALIFICATIONS • Education: Bachelor’s or Master’s degree in Civil Engineering,...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/construction-project-manager-for-hotels--2050082,2026-05-25T23:57:16.870560
scraped_vietnamworks_algolia_02284,Thực Tập Sinh Tuyển Dụng,Tổng Công Ty Cổ Phần Thương Mại Xây Dựng (WTO),Hành chính,Hà Nội,9200000,17250000,freelance,any,0,university,"Vị trí: Thực tập sinh Tuyển dụng Số lượng: 03 nhân sự Địa điểm làm việc: 926 Bạch Đằng, Hai Bà Trưng, Hà Nội Thời gian thực tập: 03 – 06 tháng ________________________________________ 1. Mục tiêu công việc Hỗ trợ Phòng Tổ chức Lao động trong công tác tuyển dụng, đặc biệt tập trung vào hoạt động tạo nguồn, phát... Yêu cầu: 3. Yêu cầu ứng viên 3.1. Trình độ học vấn • Sinh viên năm cuối, chuẩn bị tốt nghiệp hoặc mới tốt nghiệp các chuyên ngành: o Quản trị Nhân lực, Luật, Kinh tế, Marketing, Truyền thông, Business Analysis, Data Analytics, Hoặc các chuyên ngành liên quan. 3.2. Kinh nghiệm & lợi thế ưu tiên Ưu tiên ứng viên: • Có kinh...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/thuc-tap-sinh-tuyen-dung-2050083,2026-05-25T23:57:16.872679
scraped_vietnamworks_algolia_02285,Nhân Viên Bán Vé Máy Bay - Ticketing Đã Có Kinh Nghiệm Thành thạo Tiếng Trung hoặc Anh,Công ty TNHH Thương mại F.C Việt Nam,C,Hà Nội,0,50000000,full-time,any,3,high,"F.C. Việt Nam - nhà cung cấp dịch vụ lữ hành hàng đầu, được IATA chứng nhận chính thức từ năm 2004! Chúng tôi đang tìm kiếm những ứng viên tiềm năng cho vị trí Nhân Viên Ticketing - Tư vấn đường bay, hành trình tốt, đặt chỗ, xuất hoàn hủy vé … theo yêu... Yêu cầu: - Thành thạo Tiếng Anh hoặc tiếng Trung - Ưu tiên ứng viên đã có KN làm tại các phòng vé F1, ngành Hàng không - Yêu cầu nghiệp vụ và công việc: Chứng chỉ Sabre & thêm 1 trong 3 chứng chỉ Abacus, Amadeus, Gallieo. (Trong quá trình Công tác, Công ty sẽ tạo điều kiện...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-ban-ve-may-bay-ticketing-da-co-kinh-nghiem-thanh-thao-tieng-trung-hoac-anh-2050090,2026-05-25T23:57:16.874450
scraped_vietnamworks_algolia_02286,Account Manager (Nhân Viên Kinh Doanh Dự Án CNTT – Sale IT),Công Ty Cổ Phần Dịch Vụ Công Nghệ Tin Học HPT,Kinh doanh|IT,Hồ Chí Minh,14000000,40000000,full-time,<35,1,university,"• Duy trì, quản lý khách hàng theo từng mảng thị trường được phân công: Chính phủ, Ngân hàng – Tài chính – Bảo hiểm – Chứng khoán, Giáo dục, Y tế, Doanh nghiệp lớn/vừa và nhỏ,... • Tìm kiếm khách hàng kinh doanh các giải pháp dịch vụ CNTT: Tích hợp hệ thống/ An toàn... Yêu cầu: • Tốt nghiệp các trường Cao đẳng, Đại học chuyên ngành Quản trị Kinh doanh, Thương mại, Kinh tế, CNTT, Điện tử viễn thông,... hoặc lĩnh vực liên quan • Có ít nhất 1 năm kinh nghiệm kinh doanh trong lĩnh vực CNTT; hoặc có kinh nghiệm kinh doanh B2B, ưu...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/account-manager-nhan-vien-kinh-doanh-du-an-cntt-sale-it-2050094,2026-05-25T23:57:16.876203
scraped_vietnamworks_algolia_02287,After-Sales Service Executive - Chuyên Viên Quản Lý Dịch Vụ Hậu Mãi,LG Electronics Vietnam - Sales & Marketing Company,Communication|English,Hà Nội,9200000,17250000,full-time,any,2,university,"1. Driving Sales Channels • Develop sales networks and coordinate with business department to build B2C, B2C channels through OBS. • Design and execute promotion plans to boost sales performance across all channesl (landing page, OBS channels). 2. Training Implementation • Plan technicial training courses on Installation & MOT to improve service quality and increase orders generated from technician-lead customer consultations. • Gather... Yêu cầu: • Experience: Minimum 1 year of experience in sales service or technical support roles. • Language: English proficiency equivalent to TOEIC 600&#43; or higher. • Office Skills: Excellent MS Office skills; capable of drafting professional procedures and documentation. • Strong presentation, teaching, and communication skills. • Logical thinking, strong analytical ability, and capability to organize and systematize tasks",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/after-sales-service-executive-chuyen-vien-quan-ly-dich-vu-hau-mai-2050089,2026-05-25T23:57:16.879043
scraped_vietnamworks_algolia_02288,P&C Data & Systems Manager,NAB Innovation Centre Vietnam,C|Leadership,Hồ Chí Minh,9600000,18000000,full-time,any,1,high,"ABOUT THE JOB - We are looking for a P&C Data & Systems Manager to lead the end-to-end ownership of People & Culture (P&C) data, analytics and HR systems. This is a critical role responsible for ensuring data integrity across the employee lifecycle (hire to retire), delivering actionable workforce insights, and driving the effectiveness... Yêu cầu: YOUR SKILLS & EXPERIENCE - Strong experience in HR data, HRIS, or Workday (system ownership experience preferred). - Proven experience managing end-to-end employee data (hire-to-retire lifecycle) - Solid understanding of data governance, controls and compliance frameworks. - Strong analytical mindset with the ability to translate data into actionable insights for leadership. - Experience...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/p-c-data-systems-manager-2044640,2026-05-25T23:57:16.881268
scraped_vietnamworks_algolia_02289,Nhân Viên Tư Vấn và Triển Khai Giải Pháp Kỹ Thuật (Pre-sale),CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Kinh doanh|Cơ khí|Marketing,Hà Nội,9200000,17250000,full-time,<35,1,high,"• Tư vấn kỹ thuật: Khảo sát dự án, tiếp nhận nhu cầu từ khách hàng, phân tích, đưa ra tư vấn và giải pháp phù hợp. • Demo và trình bày giải pháp: xây dựng giải pháp, sản phẩm demo cho khách hàng. • Hồ sơ thầu: Hỗ trợ sale thực hiện các yêu cầu... Yêu cầu: • Tốt nghiệp Cao đẳng, Đại học các ngành Cơ - Điện tử, Điện điện tử, Điện tử viễn thông, Tự động hóa; • Thành thạo Autocad 2D; • Sử dụng được 1 trong các phần mềm 3D: Skechup, Autocad 3D, Inventor....; • Kỹ năng đọc hiểu và nghiên cứu tài liệu bằng tiếng anh; • Làm việc...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-tu-van-va-trien-khai-giai-phap-ky-thuat-pre-sale-2025475,2026-05-25T23:57:16.883028
scraped_vietnamworks_algolia_02294,"(Senior) Process Quality Engineer (Work At Cu Chi, HCMC - Shuttle Bus Provided)",Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,English,Hồ Chí Minh,9600000,18000000,full-time,any,2,university,"JOB SUMMARY Be responsible for quality system establishment and maintenance, setting quality standards, trouble shooting, data analysis by leveraging quality tools, leading or co-leading quality continual improvements. KEY RESPONSIBILITIES - Lead the development and improvement of Quality Management System (QMS) and process control procedures for production. - Perform root cause analysis and implement corrective actions for... Yêu cầu: Education: Bachelor degree or above, major in Mechanical or Electronic Engineering, mechanical automation, chemistry, and material analysis, etc Experience: Fresher or have experience in li-ion battery factory is preferred. Knowledge: Familiar with quality tools on trouble shooting, data analysis. Functional Skills: Fluent English skills on reading and writing, good oral English skill is preferred",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-process-quality-engineer-work-at-cu-chi-hcmc-shuttle-bus-provided-2048029,2026-05-25T23:57:16.894831
scraped_vietnamworks_algolia_02295,Chuyên Viên Tư Vấn Giáo Dục/ Sales B2B (Lương Cứng:17 Triệu/tháng + Hoa Hồng + Thưởng Hiệu Suất),CÔNG TY CỔ PHẦN PHÁT TRIỂN GIÁO DỤC QUỐC TẾ GAIA - CHI NHÁNH HÀ NỘI,Kinh doanh|Giáo dục,Hà Nội,17000000,17000000,full-time,<35,1,university,"● Là đại sứ kết nối GAIA với các trường học Mầm non, Tiểu học và THCS. ● Tư vấn trực tiếp, thuyết phục và đàm phán ký kết hợp đồng với các đơn vị trường học theo mô hình B2B. ● Gặp gỡ, xây dựng mối quan hệ chuyên nghiệp với Ban giám hiệu. ● Đồng... Yêu cầu: ● Tốt nghiệp Cao đẳng/Đại học các khối Kinh doanh, Giáo dục, Tâm lý,... không hạn chế chuyên ngành ● Tối thiểu 1 năm kinh nghiệm ở vị trí tư vấn dịch vụ, sales B2B, giáo dục là lợi thế lớn, chưa có kinh nghiệm sẽ được đào tạo. ● Độ tuổi: Từ 1988 đến 2002 ● Giao tiếp tốt,...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-tu-van-giao-duc-sales-b2b-luong-cung17-trieuthang-hoa-hong-thuong-hieu-suat-2056742,2026-05-25T23:57:16.896693
scraped_vietnamworks_algolia_02296,Sales Executive Logistics - Nhân Viên Kinh Doanh Xuất Nhập Khẩu,CÔNG TY TNHH AIR TIGER EXPRESS LOGISTICS VIỆT NAM,Express|Communication|English,Hải Phòng,7600000,14250000,full-time,any,0,university,"Air Tiger Express Logistics Vietnam – Hai Phong Branch, a leading U.S based freight forwarding company, is excited to invite talented and ambitious individuals to join our dynamic team as Sales Staff. The job description is as follows: I. Roles and Responsibilities – Sales Staff As a key member of our Sales team, you will contribute... Yêu cầu: • Bachelor’s degree in Maritime, Transportation, Logistics, International Business, or related fields is a plus. • Candidates with experience in logistics or freight forwarding are strongly preferred. • Fresh graduates with strong potential and a passion for logistics are also welcome to apply. • Strong communication skills in English. • Personal attributes highly valued: responsible, emotionally mature, honest,...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sales-executive-logistics-nhan-vien-kinh-doanh-xuat-nhap-khau-2056480,2026-05-25T23:57:16.898914
scraped_vietnamworks_algolia_02297,HCMC Experienced Sales Executive / Merchandiser with Fabric Industry Background,Công Ty TNHH Color&touch HCM,Communication|English|Erp,Hồ Chí Minh,9600000,18000000,full-time,any,4,high,"Job description • Coordinate with suppliers to ensure timely procurement of raw materials. • Monitor order progress and resolve any discrepancies or delays. • Managing production process from yarn, knitting, dyeing/finishing, shipment, payment follow up • Work closely with manufacturing units to ensure production timelines and quality standards are met • Address any order-related issues, such as delays, product availability, or quality concerns • Collaborate... Yêu cầu: Qualifications & Skills: • English communication (4 skills - daily conversation in business) • Proven experience in fabric production, sales, or supply chain management • Strong knowledge of textile manufacturing processes and fabric market trends. • Excellent communication, negotiation, and problem-solving abilities. • Proficiency in ERP systems and order management software is a plus • Ability to multitask and handle a fast-paced work environment. • Familiarity with...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/hcmc-experienced-sales-executive-merchandiser-with-fabric-industry-background-2056672,2026-05-25T23:57:16.901491
scraped_vietnamworks_algolia_02298,Senior Retail Operations Executive,CÔNG TY TNHH ZWILLING J.A. HENCKELS (VIỆT NAM),,Hồ Chí Minh,9600000,18000000,full-time,any,3,university,"1. Role Overview: The Senior Retail Operation Executive plays a critical role in driving the daily retail performance and operational excellence of ZWILLING Vietnam. This role is accountable for ensuring efficient store operations, optimizing inventory, translating data into actionable insights, and delivering in-store activations aligned with premium brand standards. This role requires a strong combination of... Yêu cầu: 3. Requirements • Bachelor’s degree in business administration, Retail Management, or related fields • Minimum 3–5 years of experience in retail operations or similar roles • Strong analytical skills with experience in data tracking and reporting • Experience in inventory management and retail operations • Good understanding of visual merchandising and customer experience • Strong organizational and multitasking skills • Proactive, detail-oriented,...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-retail-operations-executive-2056694,2026-05-25T23:57:16.903855
scraped_vietnamworks_algolia_02299,Chuyên Viên Phòng Bảo Hiểm Môi Giới & FDI - Khối KHCL & Bancassurance,Tổng Công Ty Cổ Phần Bảo Hiểm Quân Đội (MIC),Bất động sản|Tài chính,Hà Nội,9200000,17250000,full-time,any,0,university,"• Xây dựng quan hệ với các nhà môi giới bảo hiểm Phi nhân thọ trên thị trường nhằm phát triển doanh thu qua kênh Môi giới. • Trực tiếp khai thác, chăm sóc Khách hàng kênh Môi giới & FDI được phân giao. • Tham gia xây dựng mục tiêu, chiến lược, kế hoạch kinh... Yêu cầu: • Tốt nghiệp Đại học chính quy trở lên các trường chuyên ngành bảo hiểm, quản trị kinh doanh, kinh tế, ngoại thương, tài chính, ngân hàng hoặc tương đương, • Độ tuổi dưới 40, ngoại hình khá. • Có kỹ năng giao tiếp, kỹ năng lập kế hoạch, kỹ năng đàm phán, kỹ năng xử...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-phong-bao-hiem-moi-gioi-and-fdi-khoi-khcl-and-bancassurance-2056718,2026-05-25T23:57:16.905656
scraped_vietnamworks_algolia_02300,Sales Representative (Automotive Lubricant)- Mekong Delta Region,"Brenntag Vietnam Co, Ltd",Kinh doanh|Marketing,Thanh Hóa,7200000,13500000,full-time,any,3,high,"Job Summary: The primary focus of this role is to drive business growth within the assigned territory (with a key focus on the Mekong Delta Region) by strengthening and expanding the channel partner network, while also identifying and developing business opportunities with direct accounts. The incumbent is expected to improve market coverage, build strong... Yêu cầu: Education : Bachelor’s Degree in Chemical Science, Oil & Gas, Business Administration, or any related field. Experience : At least 3 years of sales experience in the automotive and/or lubricant industry Sex : Either male or female Others :...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sales-representative-automotive-lubricant-mekong-delta-region-2056353,2026-05-25T23:57:16.907539
scraped_vietnamworks_algolia_02301,Chuyên Viên Mua Hàng / Purchasing Officer,Công Ty Cổ Phần Công Nghệ Cao Lioa,Excel|Word,Hà Nội,13000000,20000000,full-time,any,0,university,"• Tiếp nhận các yêu cầu cung cấp vật tư từ các nhà máy sản xuất và các đơn vị gia công • Phối hợp với các bộ phận liên quan lên kế hoạch sử dụng vật tư hàng tháng/quý/năm cho các bộ phận sản xuất, các đơn vị gia công • Đặt hàng nhà cung cấp nhằm phục... Yêu cầu: • Tốt nghiệp Cao Đẳng/Đại học chuyên ngành Kinh tế, Quản trị kinh doanh, Kế hoạch, Thống kê… • Ưu tiên: Nam. • Thành thạo tin học văn phòng Word, Excel • Xử lý công việc nhanh chóng và chuẩn xác • Giao tiếp khá, nhiệt tình, có trách nhiệm với công việc Thời gian làm việc : Thứ 2 đến thứ...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-mua-hang-purchasing-officer-2056687,2026-05-25T23:57:16.909497
scraped_vietnamworks_algolia_02302,International Business Development Manager,Asia Chemical Corporation,Kinh doanh|IT,Hồ Chí Minh,3000,3800,full-time,any,10,university,"Overview: - We&#039;re looking for a smart and ambitious Business Development (Senior). Manager to join AIG Export Team to focusing on expanding different categories business under cross border trade to US and China Marketplace. The objective of this role is to identify and recruit quality export sellers, vendors and manufactories, to provide necessary business... Yêu cầu: Preferred Qualifications: - B2B/B2C experience with manufacturers and suppliers and in-depth knowledge of China&#039;s manufacture status is a plus. - Strong willingness to learn new things preferred. - Strong ability to work independently and think critically and logically. - Experience with retail would be an advantage. - Experience influencing and organizing others, whether in a direct management...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/international-business-development-manager--2038081,2026-05-25T23:57:16.911703
scraped_vietnamworks_algolia_02303,Corporate Banking Compliance Professional,Cathay United Bank,Tài chính|Luật|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,5,university,"• Track regulatory changes and requests from the State Bank of Vietnam and other authorities. • Communicate, advise, and coordinate with relevant departments and branches to ensure compliance. • Consolidate opinions and recommendations from impacted departments for new regulations. • Develop and review internal regulations and banking policies to implement an effective legal compliance program. • Manage compliance... Yêu cầu: • University degree or above in law • Lawyer certificate is a plus • 5+ years of proven experience in a compliance officer role • Understanding of banking business is a must, either in corporate banking or consumer banking field. Familiar with the regulations of corporate banking and cross-border activities in foreign bank • Analytical and problem-solving skills •...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/corporate-banking-compliance-professional-2056692,2026-05-25T23:57:16.913945
scraped_vietnamworks_algolia_02304,Chuyên Viên Tài Chính,Công Ty Cổ Phần BM Windows,Kế toán|Tài chính,Hồ Chí Minh,9600000,18000000,full-time,any,1,university,"• Hỗ trợ Trưởng Ban Tài chính tổng hợp thông tin, nhận định, đánh giá các rủi ro về tình hình tài chính của các Nhà máy, dự án và toàn Công ty. • Tham gia rà soát, đàm phán các điều khoản về tài chính, dòng tiền dự án đối với hợp đồng với... Yêu cầu: • Tốt nghiệp Đại học chính quy chuyên ngành Tài chính Doanh nghiệp, Kinh tế… tại Anh, Úc, Mỹ, Singapore. • Từ 01 - 03 kinh nghiệm tài chính. • Thành thạo các điều kiện về tín dụng, thanh toán, kinh doanh quốc tế… • Thành thạo giao tiếp Tiếng Anh và vi tính văn phòng. • Có...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-tai-chinh-2056691,2026-05-25T23:57:16.915661
scraped_vietnamworks_algolia_02305,KOC/ KOL Booking Executive,Công Ty TNHH Thương Mại Konox Việt Nam,,Hà Nội,12000000,17000000,full-time,any,1,high,"1. Tìm kiếm & phát triển Creator/KOC/KOL (50%) • Tìm kiếm và làm việc với: KOC, KOL, Creator, VJ phù hợp định hướng thương hiệu Konox • Xây dựng database creator theo: ngành hàng, phong cách, tệp khách hàng, hiệu quả content • Chủ động đề xuất creator mới phục vụ: branding, social proof, tăng trust, performance content 2. Triển khai booking &... Yêu cầu: • Có kinh nghiệm: booking KOC/KOL, affiliate, creator marketing • Ưu tiên ứng viên có network trong ngành thiết bị bếp, gia dụng, sản phẩm Premium • Có khả năng: tìm kiếm creator, giao tiếp, đàm phán, quản lý tiến độ công việc • Có hiểu biết về: TikTok, social commerce, creator content • Có tư duy: branding, social proof, tăng trust...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/koc-kol-booking-executive-2056684,2026-05-25T23:57:16.917830
scraped_vietnamworks_algolia_02306,Nhân Viên Giải Phóng Mặt Bằng,Công Ty CP Xây Dựng Và Phát Triển Đô Thị Hoà Phát,,Hà Nội,0,1000,full-time,any,3,university,"• Thực hiện công tác giải phóng mặt bằng cho các dự án bất động sản, khu đô thị, khu công nghiệp theo phân công. • Làm việc trực tiếp với chính quyền địa phương, các cơ quan chức năng và người dân để triển khai công tác bồi thường, hỗ trợ, tái định cư. • Lập, theo... Yêu cầu: • Tốt nghiệp Đại học các chuyên ngành: Quản lý đất đai, Luật, Xây dựng, Kiến trúc, Giao thông vận tải hoặc các ngành liên quan. • Có tối thiểu 03 năm kinh nghiệm trong lĩnh vực giải phóng mặt bằng; ưu tiên ứng viên đã tham gia các dự án BĐS, KCN, Khu đô...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-giai-phong-mat-bang-2035041,2026-05-25T23:57:16.919532
scraped_vietnamworks_algolia_02307,SEO Manager,Pixel Perfect,Marketing,Hồ Chí Minh,0,30000000,full-time,<35,5,high,"1. Chiến lược SEO • Xây dựng và triển khai chiến lược SEO tổng thể, chuyển hóa roadmap thành kế hoạch hành động cụ thể. • Nghiên cứu từ khóa, phân tích search intent, xác định cơ hội tăng trưởng qua keyword clusters và content gap analysis. • Cập nhật thay đổi thuật toán và xu hướng... Yêu cầu: Kinh nghiệm • Tối thiểu 5 năm kinh nghiệm SEO thực chiến, tối thiểu 3 năm kinh nghiệm quản lý đội nhóm 10+ người. • Có kinh nghiệm tăng trưởng organic traffic cho website publishing quy mô lớn. • Ưu tiên ứng viên có kinh nghiệm đa website, đa ngôn ngữ hoặc Programmatic SEO / automation content. Chuyên...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/seo-manager-2056703,2026-05-25T23:57:16.921446
scraped_vietnamworks_algolia_02308,Kế Toán Trưởng (Hưng Yên),Công Ty CP Thuận Đức,Excel,Hưng Yên,25000000,40000000,full-time,any,3,university,"• Tổ chức, điều hành toàn bộ công tác kế toán tại nhà máy • Kiểm soát hạch toán, chứng từ, sổ sách theo quy định • Quản lý giá thành sản xuất, chi phí NVL, nhân công, chi phí sản xuất • Lập và kiểm soát báo cáo tài chính, báo cáo quản trị • Quản lý... Yêu cầu: • Tốt nghiệp Đại học chuyên ngành Kế toán / Tài chính / Kiểm toán • Có kinh nghiệm Kế toán trưởng / kế toán sản xuất từ 3 năm trở lên • Am hiểu giá thành, chi phí trong doanh nghiệp sản xuất • Nắm vững luật thuế, chuẩn mực kế toán • Thành thạo Excel, phần...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ke-toan-truong-hung-yen--2045497,2026-05-25T23:57:16.923142
scraped_vietnamworks_algolia_02309,Chuyên Viên Kinh Doanh - Hà Nội và Hải Phòng,Công Ty TNHH Standard Units Supply Việt Nam,Kinh doanh,Hà Nội,12000000,15000000,full-time,<35,1,high,"- Phát triển khách hàng mới: Trực tiếp gặp gỡ, đàm phán, chốt hợp đồng với khách hàng. Develop new customers: Directly make apointment, discussion & contract confirmation with accounts - Phối hợp với Sales người Nhật và nhân viên trong nhóm để đạt mục tiêu kinh doanh của cá nhân và tập thể. Quản lý... Yêu cầu: YÊU CẦU CÔNG VIỆC - Tốt nghiệp Đại học (ưu tiên chuyên ngành Cơ khí, Tự động hóa, Kỹ thuật công nghiệp hoặc liên quan). - It nhất 1~2 năm kinh nghiệm (có thể chấp nhận mới ra trường) - Tiếng Anh: giao tiếp khá - Đàm phán, thuyết trình, lập kế hoạch công việc hàng tuần - Biết...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-kinh-doanh-ha-noi-va-hai-phong-2028320,2026-05-25T23:57:16.925205
