id,userId,data_source,exported_at,age,gender,province,education,marital_status,experience_years,employment_status,target_job,target_salary,target_province,preferred_job_type,skills,skills_count,barrier_health,barrier_family,barrier_techGap,barrier_location,barrier_other,total_barriers,current_step,is_completed,created_at,updated_at
mock_0088,mock_user_0088,mock_script,2026-04-10T18:44:28.086305,38,male,Đà Lạt,vocational,divorced,1.6,employed,Bảo vệ,3850322,Bình Dương,full-time,kiểm tra chất lượng,1,0,0,0,1,0,1,4,True,2026-04-10T18:44:28.086307,2026-04-10T18:44:28.086308
mock_0089,mock_user_0089,mock_script,2026-04-10T18:44:28.086321,60,female,Đà Lạt,vocational,single,20.6,employed,Công nhân sản xuất,15514412,Hà Nam,part-time,làm việc nhóm|quản lý thời gian|chăm sóc khách hàng|lắp ráp,4,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086324,2026-04-10T18:44:28.086325
mock_0090,mock_user_0090,mock_script,2026-04-10T18:44:28.086338,61,male,Quảng Nam,none,married,30.7,unemployed,Kế toán / Hành chính,13579484,Hà Nội,part-time,chế biến thực phẩm|giặt ủi|giao hàng,3,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.086340,2026-04-10T18:44:28.086341
mock_0091,mock_user_0091,mock_script,2026-04-10T18:44:28.086353,47,male,Đà Lạt,middle,divorced,20.5,employed,Thợ lành nghề,12295567,Vĩnh Phúc,full-time,điện nước|kiểm kê|lắp ráp,3,0,0,0,0,1,1,4,True,2026-04-10T18:44:28.086356,2026-04-10T18:44:28.086356
mock_0092,mock_user_0092,mock_script,2026-04-10T18:44:28.086368,52,other,Nam Định,primary,married,13.1,unemployed,Công nhân sản xuất,8236634,Buôn Ma Thuột,full-time,pccc,1,1,0,0,0,1,2,4,True,2026-04-10T18:44:28.086370,2026-04-10T18:44:28.086371
mock_0093,mock_user_0093,mock_script,2026-04-10T18:44:28.086384,43,male,Vũng Tàu,vocational,married,14.1,retired,Lao động xây dựng,11852722,Vĩnh Phúc,freelance,giao hàng,1,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086387,2026-04-10T18:44:28.086388
mock_0094,mock_user_0094,mock_script,2026-04-10T18:44:28.086403,58,female,Nam Định,high,married,18.9,retired,Giúp việc / Dịh vụ,12979177,Biên Hòa,full-time,chăn nuôi|làm việc nhóm,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086405,2026-04-10T18:44:28.086406
mock_0095,mock_user_0095,mock_script,2026-04-10T18:44:28.086417,53,female,Huế,college,married,30.9,employed,Công nhân sản xuất,22881266,Nghệ An,freelance,sửa chữa,1,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086419,2026-04-10T18:44:28.086420
mock_0096,mock_user_0096,mock_script,2026-04-10T18:44:28.086431,64,female,Qui Nhơn,vocational,married,41.0,employed,Công nhân sản xuất,30484441,Đắk Lắk,full-time,điện nước,1,1,0,1,0,0,2,4,True,2026-04-10T18:44:28.086433,2026-04-10T18:44:28.086434
mock_0097,mock_user_0097,mock_script,2026-04-10T18:44:28.086446,62,female,Thái Nguyên,college,married,25.0,employed,Nhân viên phục vụ,17683576,Buôn Ma Thuột,full-time,vận hành máy móc|pha chế,2,0,0,0,0,0,0,4,True,2026-04-10T18:44:28.086448,2026-04-10T18:44:28.086449
mock_0098,mock_user_0098,mock_script,2026-04-10T18:44:28.086462,54,female,TP. Hồ Chí Minh,primary,married,18.9,self-employed,Lao động xây dựng,9343406,Hà Nam,full-time,chăn nuôi|đóng gói|chế biến thực phẩm|bartender,4,0,0,1,1,0,2,4,True,2026-04-10T18:44:28.086464,2026-04-10T18:44:28.086465
mock_0099,mock_user_0099,mock_script,2026-04-10T18:44:28.086478,51,female,TP. Hồ Chí Minh,university,divorced,11.9,self-employed,Nhân viên kho vận,12360893,Đà Nẵng,freelance,sơn sửa nhà|điện nước|pha chế|nấu ăn,4,0,0,1,0,0,1,4,True,2026-04-10T18:44:28.086480,2026-04-10T18:44:28.086481
mock_0100,mock_user_0100,mock_script,2026-04-10T18:44:28.086493,43,male,Bắc Ninh,primary,single,10.3,unemployed,Công nhân sản xuất,8214681,Hà Nam,full-time,bảo vệ|bán hàng nông sản,2,0,0,0,1,0,1,4,True,2026-04-10T18:44:28.086496,2026-04-10T18:44:28.086497
